price,neighbourhood_cleansed,room_type,property_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,review_scores_rating,instant_bookable,host_is_superhost,host_identity_verified,bathrooms
186.0,Dorchester,Entire home/apt,Entire condo,6,1.0,2.0,4,27,154,150,3.05,4.97,0,1.0,1.0,1.0
139.0,Roxbury,Entire home/apt,Entire rental unit,2,1.0,1.0,30,240,141,69,1.33,4.3,1,0.0,1.0,1.0
242.0,West Roxbury,Entire home/apt,Entire condo,5,3.0,3.0,1,1125,309,86,1.63,4.84,1,1.0,1.0,1.0
450.0,Roxbury,Entire home/apt,Entire rental unit,8,4.0,4.0,3,29,54,34,0.69,4.97,0,1.0,1.0,2.0
229.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,30,1125,313,3,0.11,4.67,0,0.0,1.0,1.0
272.0,Roxbury,Entire home/apt,Entire rental unit,8,3.0,4.0,3,60,47,82,1.59,4.93,0,1.0,1.0,1.5
187.0,Roxbury,Entire home/apt,Entire condo,4,1.0,2.0,3,60,49,80,1.51,4.85,0,1.0,1.0,1.0
133.0,Roxbury,Entire home/apt,Entire guest suite,2,1.0,0.0,3,30,67,79,1.52,4.89,0,1.0,1.0,1.0
168.0,Roxbury,Entire home/apt,Entire condo,4,1.0,2.0,3,60,56,76,1.44,4.88,0,1.0,1.0,1.0
226.0,South Boston,Private room,Private room in townhouse,4,1.0,2.0,1,14,258,324,6.28,4.98,0,1.0,1.0,1.0
94.0,Roxbury,Private room,Private room in serviced apartment,1,1.0,1.0,30,365,262,3,0.07,4.67,0,0.0,1.0,1.0
234.0,Roxbury,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,148,1,0.11,3.0,1,0.0,1.0,1.0
221.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,250,1,0.03,3.0,1,0.0,1.0,2.0
328.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,168,0,,,1,0.0,1.0,1.0
255.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,115,0,,,1,0.0,1.0,1.0
37.0,Roxbury,Private room,Private room in rental unit,1,1.0,1.0,30,365,299,14,0.28,5.0,0,1.0,1.0,1.0
117.0,Brighton,Private room,Private room in home,2,1.0,1.0,2,30,26,94,2.59,5.0,0,1.0,0.0,1.0
212.0,Dorchester,Entire home/apt,Entire rental unit,4,2.0,2.0,1,4,75,190,5.09,4.81,0,1.0,1.0,1.0
238.0,Dorchester,Private room,Private room in rental unit,6,2.0,3.0,1,14,315,27,0.51,4.52,0,1.0,1.0,2.0
580.0,Dorchester,Entire home/apt,Entire rental unit,10,4.0,5.0,2,30,292,47,0.91,4.81,0,1.0,1.0,2.0
136.0,Dorchester,Private room,Private room in rental unit,4,1.0,2.0,1,14,353,52,1.0,4.79,0,1.0,1.0,2.0
96.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,1,14,314,17,0.36,4.94,0,1.0,1.0,2.0
96.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,1,14,312,25,0.5,4.76,0,1.0,1.0,1.0
96.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,1,14,255,29,0.58,4.79,0,1.0,1.0,2.0
461.0,Back Bay,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,120,0,,,1,0.0,1.0,2.0
520.0,South Boston,Entire home/apt,Entire condo,4,2.0,2.0,2,27,252,125,2.59,4.98,0,1.0,1.0,2.0
262.0,South Boston,Entire home/apt,Entire rental unit,4,2.0,2.0,2,28,237,97,2.0,4.91,0,1.0,1.0,1.0
449.0,Back Bay,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,0,1,0.03,5.0,1,0.0,1.0,2.0
564.0,Downtown,Entire home/apt,Entire serviced apartment,6,3.0,4.0,30,365,4,314,6.05,4.78,0,0.0,1.0,2.0
341.0,Downtown,Entire home/apt,Entire serviced apartment,2,1.0,1.0,30,365,224,237,4.61,4.73,0,0.0,1.0,1.0
456.0,North End,Entire home/apt,Entire serviced apartment,4,2.0,2.0,2,120,293,231,4.43,4.56,1,0.0,1.0,2.0
150.0,East Boston,Entire home/apt,Entire condo,2,1.0,1.0,2,30,51,266,5.1,4.95,0,1.0,1.0,1.0
245.0,Hyde Park,Entire home/apt,Entire rental unit,4,2.0,2.0,2,1125,341,87,1.68,4.8,0,1.0,1.0,1.0
134.0,Mission Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,2,27,175,194,3.79,4.71,0,0.0,1.0,1.0
154.0,Mission Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,2,27,189,145,2.82,4.57,0,0.0,1.0,1.0
133.0,Mission Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,2,27,182,103,2.0,4.52,0,0.0,1.0,1.0
461.0,Back Bay,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,148,0,,,1,0.0,1.0,2.0
429.0,Back Bay,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,277,0,,,1,0.0,1.0,2.0
150.0,East Boston,Entire home/apt,Entire rental unit,4,1.0,1.0,29,1125,173,89,1.73,4.75,0,1.0,1.0,1.0
123.0,Mission Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,2,27,169,150,2.91,4.78,0,0.0,1.0,1.0
162.0,Mission Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,2,30,190,167,3.24,4.6,0,0.0,1.0,1.0
169.0,Mission Hill,Entire home/apt,Entire condo,4,2.0,2.0,3,365,315,103,1.99,4.97,1,1.0,1.0,1.0
396.0,Bay Village,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,256,1,0.05,5.0,1,0.0,1.0,1.0
410.0,Bay Village,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,74,0,,,1,0.0,1.0,1.0
60.0,Allston,Private room,Private room in home,1,1.0,1.0,91,1125,297,2,0.06,5.0,0,0.0,1.0,2.0
377.0,North End,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,229,1,0.04,5.0,1,0.0,1.0,1.0
228.0,Allston,Entire home/apt,Entire condo,6,3.0,0.0,29,29,153,6,0.42,4.83,1,,1.0,1.0
69.0,Roxbury,Private room,Private room in home,1,1.0,1.0,29,1125,174,9,0.23,5.0,0,1.0,1.0,1.5
303.0,Bay Village,Entire home/apt,Entire serviced apartment,2,1.0,1.0,1,365,232,189,3.69,4.69,0,0.0,1.0,1.0
174.0,Mattapan,Entire home/apt,Entire rental unit,4,2.0,2.0,29,1125,89,106,2.06,4.77,0,0.0,1.0,1.0
173.0,Roxbury,Entire home/apt,Entire rental unit,4,0.0,2.0,3,1125,33,121,2.42,4.88,0,1.0,1.0,1.0
86.0,Brighton,Private room,Private room in home,2,1.0,,29,31,262,63,1.23,4.81,1,1.0,1.0,2.0
224.0,Fenway,Private room,Private room in townhouse,2,1.0,1.0,1,91,286,434,8.52,4.98,0,1.0,0.0,1.0
140.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,29,365,298,19,0.39,4.95,1,1.0,1.0,1.0
224.0,Fenway,Private room,Private room in townhouse,2,1.0,1.0,1,91,288,469,9.2,4.96,0,1.0,0.0,1.0
254.0,Fenway,Private room,Private room in townhouse,2,1.0,2.0,1,91,293,444,8.74,4.96,0,1.0,0.0,1.0
173.0,Fenway,Private room,Private room in townhouse,1,1.0,1.0,1,91,283,429,8.44,4.95,0,1.0,0.0,1.0
70.0,Allston,Private room,Private room in rental unit,2,1.0,1.0,29,1125,267,37,0.73,4.41,1,0.0,1.0,2.0
159.0,Mission Hill,Entire home/apt,Entire rental unit,2,1.0,1.0,2,60,170,180,3.56,4.64,0,0.0,1.0,1.0
150.0,East Boston,Entire home/apt,Entire place,4,1.0,2.0,1,30,174,253,5.15,4.78,0,0.0,1.0,1.0
145.0,Dorchester,Entire home/apt,Entire guest suite,4,1.0,2.0,2,365,260,73,1.62,4.97,0,1.0,1.0,1.0
310.0,Beacon Hill,Entire home/apt,Entire rental unit,2,2.0,2.0,1,365,145,97,2.0,4.8,0,1.0,1.0,1.0
217.0,Fenway,Private room,Private room in townhouse,2,1.0,1.0,1,91,301,336,6.64,4.94,1,1.0,0.0,1.0
360.0,Mattapan,Entire home/apt,Entire condo,5,3.0,3.0,2,1125,347,44,1.14,4.77,0,0.0,1.0,1.0
161.0,Brighton,Entire home/apt,Entire home,7,4.0,4.0,4,60,63,204,4.04,4.86,1,1.0,1.0,2.0
169.0,Fenway,Private room,Private room in townhouse,1,1.0,1.0,1,91,296,356,7.07,4.93,1,1.0,0.0,1.0
262.0,Brighton,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,266,0,,,1,0.0,1.0,1.0
230.0,Brighton,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,365,2,0.04,4.5,1,0.0,1.0,1.0
120.0,Roslindale,Private room,Private room in home,2,1.0,1.0,1,5,24,164,3.32,4.98,0,1.0,1.0,1.0
576.0,South End,Entire home/apt,Entire condo,6,2.0,3.0,2,1125,192,207,5.93,4.93,0,1.0,1.0,2.5
218.0,Downtown,Entire home/apt,Entire serviced apartment,2,0.0,1.0,1,180,127,180,3.57,4.6,0,0.0,1.0,1.0
200.0,South End,Entire home/apt,Entire rental unit,3,0.0,2.0,2,365,301,251,5.08,4.93,0,1.0,1.0,1.0
195.0,South End,Entire home/apt,Entire rental unit,3,0.0,2.0,2,365,302,211,4.28,4.89,0,1.0,1.0,1.0
164.0,Allston,Entire home/apt,Entire rental unit,2,0.0,1.0,2,365,307,204,4.14,4.86,0,1.0,1.0,1.0
153.0,Allston,Entire home/apt,Entire rental unit,2,0.0,1.0,2,365,311,181,3.69,4.87,0,1.0,1.0,1.0
153.0,Allston,Entire home/apt,Entire rental unit,2,1.0,1.0,2,365,313,182,3.72,4.82,0,1.0,1.0,2.0
391.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,14,362,42,0.83,4.64,1,0.0,1.0,1.0
200.0,South End,Entire home/apt,Entire rental unit,2,1.0,1.0,1,14,322,33,0.66,4.55,1,0.0,1.0,1.0
145.0,Dorchester,Entire home/apt,Entire rental unit,3,3.0,1.0,30,365,351,0,,,0,0.0,1.0,1.0
56.0,Brighton,Private room,Private room in rental unit,1,1.0,1.0,91,270,258,6,0.13,4.5,1,1.0,1.0,1.0
116.0,Allston,Entire home/apt,Entire rental unit,4,1.0,1.0,2,365,304,213,4.35,4.86,0,1.0,1.0,1.0
198.0,South End,Entire home/apt,Entire rental unit,2,1.0,1.0,3,300,265,72,1.47,4.44,1,0.0,1.0,1.0
109.0,Dorchester,Private room,Private room in home,2,1.0,1.0,1,1125,151,180,3.59,4.93,0,1.0,1.0,1.5
170.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,118,243,4.9,4.84,1,1.0,1.0,1.0
379.0,Brighton,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,55,2,0.04,5.0,1,0.0,1.0,1.0
214.0,Roxbury,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,287,0,,,1,0.0,1.0,1.0
233.0,Roxbury,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,161,0,,,1,0.0,1.0,1.0
185.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,0.0,3,180,272,116,2.53,4.34,1,0.0,1.0,1.0
167.0,Brighton,Entire home/apt,Entire rental unit,4,1.0,2.0,29,1125,325,4,0.08,5.0,0,0.0,1.0,1.0
54.0,Allston,Private room,Private room in home,1,1.0,1.0,91,1125,276,3,0.08,5.0,0,0.0,1.0,2.0
60.0,Roxbury,Private room,Private room in rental unit,2,1.0,1.0,29,1125,47,26,0.56,4.31,1,0.0,0.0,1.5
199.0,Beacon Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,28,1125,109,75,1.59,4.77,0,1.0,1.0,1.0
47.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,29,365,364,147,2.98,4.83,0,0.0,1.0,1.0
263.0,Downtown,Entire home/apt,Entire serviced apartment,2,1.0,1.0,1,120,294,238,4.88,4.68,1,0.0,1.0,1.0
55.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,29,365,358,126,2.57,4.9,0,0.0,1.0,1.0
333.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,0,0,,,1,0.0,1.0,1.0
140.0,Beacon Hill,Entire home/apt,Entire rental unit,4,2.0,2.0,29,365,210,3,0.12,5.0,0,,1.0,2.0
324.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,313,1,0.06,5.0,1,0.0,1.0,1.0
415.0,Dorchester,Entire home/apt,Entire rental unit,8,4.0,6.0,1,11,74,105,2.16,4.79,0,,1.0,1.0
305.0,South End,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,275,0,,,1,0.0,1.0,1.0
201.0,Allston,Entire home/apt,Entire rental unit,4,1.0,3.0,29,365,93,112,2.29,4.73,0,1.0,1.0,1.0
327.0,South Boston,Entire home/apt,Entire condo,7,2.0,3.0,2,365,230,145,2.95,4.85,1,1.0,1.0,1.0
251.0,Roslindale,Entire home/apt,Entire condo,6,3.0,3.0,29,1125,89,38,0.92,4.79,0,0.0,0.0,1.0
211.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,3,180,238,127,2.58,4.09,0,0.0,1.0,1.0
115.0,Jamaica Plain,Entire home/apt,Entire guest suite,2,1.0,1.0,2,6,29,128,3.3,4.91,0,0.0,1.0,1.0
585.0,Allston,Entire home/apt,Entire condo,6,3.0,4.0,29,30,344,19,0.39,4.68,0,0.0,1.0,1.0
332.0,Downtown,Entire home/apt,Entire loft,4,1.0,2.0,2,30,179,245,5.0,4.99,0,,1.0,1.0
211.0,Dorchester,Entire home/apt,Entire condo,6,3.0,3.0,1,12,231,169,3.97,4.85,0,0.0,0.0,1.0
251.0,Charlestown,Entire home/apt,Entire home,5,2.0,3.0,2,27,188,66,3.63,4.97,1,1.0,0.0,1.5
194.0,Fenway,Entire home/apt,Entire rental unit,2,1.0,1.0,1,1125,117,178,3.66,4.69,0,0.0,0.0,1.0
158.0,Beacon Hill,Entire home/apt,Entire rental unit,4,4.0,4.0,29,365,180,9,0.19,5.0,0,,1.0,1.0
198.0,Roxbury,Entire home/apt,Entire rental unit,6,3.0,3.0,2,27,294,179,3.82,4.78,1,1.0,1.0,1.0
212.0,Roxbury,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,278,0,,,1,0.0,1.0,1.0
469.0,Back Bay,Private room,Room in boutique hotel,2,1.0,1.0,1,21,278,51,1.28,4.75,1,0.0,1.0,1.0
214.0,South Boston,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,227,1,0.03,5.0,1,0.0,1.0,1.0
479.0,Back Bay,Private room,Room in boutique hotel,2,1.0,1.0,1,21,278,0,,,1,0.0,1.0,1.0
130.0,Dorchester,Entire home/apt,Entire rental unit,4,1.0,1.0,1,89,274,141,4.66,4.92,1,1.0,1.0,1.0
190.0,Dorchester,Entire home/apt,Entire rental unit,4,2.0,2.0,2,365,76,80,1.65,4.84,1,1.0,1.0,1.0
456.0,Back Bay,Private room,Room in boutique hotel,2,1.0,1.0,1,21,272,17,0.53,4.71,1,0.0,1.0,1.0
502.0,Back Bay,Private room,Room in boutique hotel,4,1.0,2.0,1,21,271,25,0.6,4.8,1,0.0,1.0,1.0
486.0,Back Bay,Private room,Room in boutique hotel,2,1.0,1.0,1,21,278,3,0.09,4.67,1,0.0,1.0,1.0
275.0,South End,Entire home/apt,Entire condo,2,1.0,1.0,3,60,52,100,2.2,4.99,0,1.0,0.0,1.0
66.0,Dorchester,Private room,Private room in rental unit,2,1.0,2.0,29,365,276,146,3.02,4.82,0,0.0,1.0,1.0
613.0,Downtown,Entire home/apt,Entire rental unit,8,4.0,4.0,3,180,232,201,4.19,4.67,0,0.0,1.0,2.0
736.0,Downtown,Entire home/apt,Entire rental unit,8,4.0,4.0,3,180,223,251,5.2,4.79,0,0.0,1.0,2.0
268.0,Dorchester,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,356,0,,,1,0.0,1.0,1.0
269.0,East Boston,Entire home/apt,Entire rental unit,6,2.0,5.0,1,1125,268,126,5.18,4.9,0,1.0,0.0,1.0
350.0,North End,Entire home/apt,Entire rental unit,2,1.0,1.0,4,14,283,56,1.29,5.0,0,1.0,1.0,1.0
238.0,Dorchester,Entire home/apt,Entire rental unit,5,2.0,4.0,3,25,320,186,3.94,4.9,1,1.0,1.0,1.5
289.0,Brighton,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,306,1,0.04,5.0,1,0.0,1.0,1.0
268.0,North End,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,136,1,0.08,5.0,1,0.0,1.0,1.0
264.0,North End,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,115,0,,,1,0.0,1.0,1.0
269.0,North End,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,216,4,0.09,4.0,1,0.0,1.0,1.0
256.0,Bay Village,Entire home/apt,Entire condo,4,1.0,2.0,1,1125,208,239,5.01,4.91,1,1.0,1.0,1.0
143.0,Mission Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,2,60,173,123,2.78,4.67,0,0.0,1.0,1.0
138.0,Mission Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,2,60,153,128,2.89,4.73,0,0.0,1.0,1.0
116.0,Mission Hill,Entire home/apt,Entire rental unit,1,0.0,1.0,2,60,192,120,2.63,4.67,0,0.0,1.0,1.0
337.0,Dorchester,Entire home/apt,Entire condo,6,3.0,3.0,28,180,99,32,1.03,5.0,1,1.0,1.0,1.0
350.0,Downtown,Entire home/apt,Entire condo,4,2.0,2.0,29,120,282,12,0.26,5.0,0,1.0,1.0,2.0
330.0,South Boston Waterfront,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,292,1,0.08,5.0,1,0.0,1.0,1.0
831.0,Downtown,Entire home/apt,Entire rental unit,8,4.0,4.0,1,1125,8,128,4.29,4.68,1,0.0,1.0,2.0
330.0,South End,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,298,0,,,1,0.0,1.0,1.0
84.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,2,14,352,74,1.73,4.82,0,1.0,1.0,1.0
411.0,Back Bay,Private room,Room in boutique hotel,2,0.0,1.0,1,1125,308,235,4.96,4.66,1,0.0,1.0,1.0
502.0,Back Bay,Private room,Room in boutique hotel,2,0.0,1.0,1,1125,257,13,0.3,4.46,1,0.0,1.0,1.0
416.0,Back Bay,Private room,Room in boutique hotel,2,0.0,1.0,1,1125,291,21,0.56,4.43,1,0.0,1.0,1.0
542.0,Back Bay,Private room,Room in boutique hotel,4,1.0,2.0,1,1125,280,98,2.08,4.73,1,0.0,1.0,1.0
403.0,Back Bay,Private room,Room in boutique hotel,2,0.0,1.0,1,1125,301,12,0.28,4.25,1,0.0,1.0,1.0
224.0,Back Bay,Private room,Room in boutique hotel,2,0.0,1.0,1,1125,275,21,0.46,4.81,1,0.0,1.0,1.0
297.0,South End,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,208,0,,,1,0.0,1.0,1.0
312.0,Charlestown,Entire home/apt,Boat,5,2.0,3.0,4,729,192,139,2.94,4.95,1,1.0,1.0,2.0
335.0,West End,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,347,1,0.25,1.0,1,0.0,1.0,1.0
304.0,West End,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,316,1,0.02,4.0,1,0.0,1.0,1.0
196.0,South Boston,Entire home/apt,Entire rental unit,5,2.0,2.0,29,366,118,38,0.81,4.92,1,1.0,0.0,1.0
105.0,South Boston,Entire home/apt,Entire guest suite,2,0.0,1.0,29,365,302,233,4.97,4.83,0,1.0,1.0,1.0
341.0,Back Bay,Entire home/apt,Entire rental unit,2,1.0,1.0,1,1125,144,244,5.26,4.85,0,1.0,1.0,1.0
306.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,129,223,4.76,4.82,1,,1.0,1.0
255.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,125,229,4.91,4.85,0,1.0,1.0,1.0
301.0,Back Bay,Entire home/apt,Entire rental unit,2,1.0,1.0,1,1125,140,207,4.53,4.9,0,1.0,1.0,1.0
310.0,Downtown,Entire home/apt,Entire serviced apartment,2,1.0,1.0,1,180,236,136,2.93,4.71,0,0.0,1.0,1.0
593.0,Downtown,Entire home/apt,Entire serviced apartment,8,4.0,4.0,3,180,237,217,4.66,4.71,0,0.0,1.0,2.0
96.0,Dorchester,Entire home/apt,Entire rental unit,2,1.0,1.0,3,31,335,109,2.41,4.79,0,0.0,1.0,1.0
462.0,West End,Entire home/apt,Entire rental unit,4,2.0,2.0,32,1125,275,1,0.04,1.0,1,0.0,1.0,2.0
72.0,Dorchester,Private room,Private room in rental unit,4,1.0,1.0,91,365,326,0,,,1,0.0,1.0,2.0
896.0,South Boston,Entire home/apt,Entire home,8,4.0,6.0,2,1125,245,75,1.77,4.99,0,1.0,1.0,3.5
57.0,Brighton,Private room,Private room in home,1,1.0,1.0,1,1125,112,148,3.19,4.96,1,,0.0,3.0
59.0,Brighton,Private room,Private room in home,1,1.0,1.0,1,1125,124,268,5.71,4.92,1,1.0,1.0,3.0
220.0,South End,Private room,Private room in bed and breakfast,2,1.0,1.0,3,7,7,1,0.02,5.0,0,1.0,1.0,1.0
81.0,East Boston,Private room,Private room in home,2,1.0,1.0,1,29,20,240,5.26,4.25,0,0.0,1.0,1.5
293.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,285,0,,,1,0.0,1.0,1.0
321.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,138,0,,,1,0.0,1.0,1.0
355.0,Roslindale,Entire home/apt,Entire condo,6,3.0,6.0,3,1125,194,76,1.64,4.71,1,1.0,1.0,2.0
79.0,East Boston,Private room,Private room in home,2,1.0,1.0,1,28,17,234,5.08,4.49,0,0.0,1.0,1.5
1000.0,Beacon Hill,Entire home/apt,Entire townhouse,6,4.0,4.0,4,725,218,62,1.46,5.0,0,1.0,1.0,5.0
344.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,132,1,0.03,5.0,1,0.0,1.0,1.0
192.0,East Boston,Entire home/apt,Entire home,2,1.0,2.0,2,1125,43,124,3.15,4.86,0,1.0,0.0,1.0
358.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,132,1,0.03,5.0,1,0.0,1.0,1.0
110.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,2.0,30,360,314,7,0.17,3.86,0,0.0,1.0,1.0
135.0,Beacon Hill,Entire home/apt,Entire rental unit,3,1.0,3.0,29,365,225,11,0.26,4.64,0,,1.0,1.0
326.0,Roxbury,Entire home/apt,Entire home,10,4.0,4.0,1,365,308,185,4.0,4.72,0,0.0,1.0,3.0
113.0,Dorchester,Entire home/apt,Entire rental unit,4,2.0,2.0,29,1125,53,7,0.15,4.86,0,0.0,0.0,1.0
210.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,138,145,3.15,4.77,1,,1.0,1.0
347.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,147,0,,,1,0.0,1.0,1.0
61.0,East Boston,Private room,Private room in rental unit,1,1.0,1.0,29,365,280,9,0.27,5.0,0,0.0,1.0,1.0
239.0,Dorchester,Entire home/apt,Entire rental unit,8,4.0,4.0,3,90,139,124,2.95,4.87,0,1.0,0.0,1.0
315.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,142,1,0.04,5.0,1,0.0,1.0,1.0
95.0,Roxbury,Private room,Private room in home,2,1.0,1.0,2,365,350,56,1.58,4.68,1,0.0,1.0,1.0
429.0,Allston,Entire home/apt,Entire rental unit,4,2.0,2.0,29,365,270,10,0.22,4.8,0,0.0,1.0,1.0
345.0,West End,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,314,0,,,1,0.0,1.0,1.0
275.0,West End,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,85,1,0.03,5.0,1,0.0,1.0,1.0
765.0,North End,Entire home/apt,Entire home,8,3.0,6.0,2,15,251,132,3.59,4.95,0,1.0,1.0,2.0
371.0,South Boston Waterfront,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,365,0,,,1,0.0,1.0,1.0
362.0,South Boston Waterfront,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,131,0,,,1,0.0,1.0,1.0
155.0,Jamaica Plain,Entire home/apt,Entire guest suite,2,1.0,1.0,4,120,119,87,1.9,4.93,0,1.0,1.0,1.0
208.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,2.0,2,365,252,113,2.49,4.41,1,0.0,1.0,1.0
270.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,2,365,274,71,1.62,4.21,1,0.0,1.0,1.0
221.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,2.0,2,365,262,88,1.98,4.43,1,0.0,1.0,1.0
295.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,136,0,,,1,0.0,1.0,1.0
55.0,East Boston,Private room,Private room in rental unit,1,1.0,1.0,29,365,283,9,0.23,4.89,0,0.0,1.0,1.0
432.0,East Boston,Entire home/apt,Entire condo,4,2.0,3.0,1,1125,0,60,1.38,4.93,0,1.0,1.0,2.0
259.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,286,1,0.08,5.0,1,0.0,1.0,1.0
262.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,129,0,,,1,0.0,1.0,1.0
257.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,151,1,0.1,5.0,1,0.0,1.0,1.0
90.0,Hyde Park,Entire home/apt,Entire guest suite,2,1.0,1.0,10,365,82,26,0.65,4.81,0,1.0,0.0,1.0
402.0,Mattapan,Entire home/apt,Entire home,10,5.0,6.0,4,28,330,39,0.92,4.9,1,1.0,1.0,2.0
272.0,Back Bay,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,66,2,0.09,4.0,1,0.0,1.0,1.0
116.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,3.0,30,365,249,2,0.08,4.0,0,0.0,1.0,1.0
52.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,30,365,360,2,0.05,5.0,0,0.0,1.0,1.0
237.0,Mission Hill,Entire home/apt,Entire condo,6,5.0,6.0,30,365,313,5,0.17,4.2,0,0.0,1.0,2.0
174.0,Roslindale,Entire home/apt,Entire guest suite,2,1.0,1.0,29,65,88,44,1.06,4.98,0,0.0,1.0,1.0
294.0,South Boston Waterfront,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,196,1,0.05,5.0,1,0.0,1.0,1.0
276.0,Downtown,Entire home/apt,Entire rental unit,2,1.0,1.0,32,1125,124,1,0.05,3.0,1,0.0,1.0,1.0
166.0,Bay Village,Entire home/apt,Entire rental unit,2,1.0,1.0,2,365,273,39,0.89,4.0,1,0.0,1.0,1.0
131.0,Hyde Park,Entire home/apt,Entire guest suite,3,1.0,1.0,10,365,330,12,0.29,4.92,0,1.0,0.0,1.0
147.0,Dorchester,Entire home/apt,Entire home,4,1.0,2.0,3,365,56,36,1.71,4.75,0,0.0,0.0,1.0
85.0,Dorchester,Entire home/apt,Entire rental unit,4,1.0,2.0,29,1125,56,25,0.57,4.48,0,0.0,0.0,1.0
178.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,365,117,218,5.03,4.78,1,1.0,1.0,1.0
